name,location,given_by,dialogue,requirements,objectives,rewards,previous,leads_to
The Tarkov Shooter - Part 2,,Jaeger,,,Shoot any target in the legs from over 40 meters away while using a bolt-action rifle 3 times | Shoot any target in the head from over 40 meters away while using a bolt-action rifle 2 times,"+12,400 EXP | Jaeger Rep +0.02 | 65,000 Roubles 68,250 Roubles with Intelligence Center Level 1 74,750 Roubles with Intelligence Center Level 2 | 1× Mosin Rifle AIM Sports MNG rail mount | 2× Umka M33-SET1 hunter vest (Olive Drab) | Unlocks purchase of Mosin Rifle AIM Sports MNG rail mount at Jaeger LL1",The Tarkov Shooter - Part 1,The Tarkov Shooter - Part 3
The Tarkov Shooter - Part 3,,Jaeger,,,Eliminate 3 PMCs from less than 25 meters away while using a bolt-action rifle,"+10,500 EXP | Jaeger Rep +0.02 | 70,000 Roubles 73,500 Roubles with Intelligence Center Level 1 80,500 Roubles with Intelligence Center Level 2 | 1× Mosin Rifle Tacfire Tanker Style 7.62x54R muzzle brake | 1× Mosin Rifle AIM Sports Recoil Pad | Unlocks purchase of Mosin Rifle Tacfire Tanker Style 7.62x54R muzzle brake at Jaeger LL2 | Unlocks purchase of Mosin Rifle AIM Sports Recoil Pad at Jaeger LL2 | Unlocks craft for .366 TKM AP-M at Workbench level 3 | Unlocks Colored Hideout shooting range target style",The Tarkov Shooter - Part 2,The Tarkov Shooter - Part 4 | The Huntsman Path - Secured Perimeter
The Tarkov Shooter - Part 4,,Jaeger,,,Eliminate 5 PMC operatives from over 80 meters away while using a bolt-action rifle,"+11,800 EXP | Jaeger Rep +0.02 | 80,000 Roubles 84,000 Roubles with Intelligence Center Level 1 92,000 Roubles with Intelligence Center Level 2 | 1× Mosin Rifle AIM Sports Tri-Rail mount | 1× Mosin Rifle Tacfire pistol grip | Unlocks purchase of Mosin Rifle AIM Sports Tri-Rail mount at Jaeger LL2 | Unlocks purchase of Mosin Rifle Tacfire pistol grip at Jaeger LL2",The Tarkov Shooter - Part 3,The Tarkov Shooter - Part 5
The Tarkov Shooter - Part 5,Customs,Jaeger,,,Eliminate 8 Scavs while using a bolt-action rifle in the time period of 21:00-5:00 on Customs,"+13,000 EXP | Jaeger Rep +0.02 | 80,000 Roubles 84,000 Roubles with Intelligence Center Level 1 92,000 Roubles with Intelligence Center Level 2 | 1× Mosin Rifle Texas Precision Products 7.62x54R muzzle brake | 1× PNV-10T night vision goggles | Unlocks purchase of Mosin Rifle Texas Precision Products 7.62x54R muzzle brake at Jaeger LL3",The Tarkov Shooter - Part 4,The Tarkov Shooter - Part 6
The Tarkov Shooter - Part 6,,Jaeger,,,Eliminate 5 Sniper Scavs while using a bolt-action rifle,"+13,100 EXP | Jaeger Rep +0.02 | 85,000 Roubles 89,250 Roubles with Intelligence Center Level 1 97,750 Roubles with Intelligence Center Level 2 | 1× Mosin Rifle ATI Monte Carlo stock | 1× Ski hat with holes for eyes | Unlocks purchase of Mosin Rifle ATI Monte Carlo stock at Jaeger LL3",The Tarkov Shooter - Part 5,The Tarkov Shooter - Part 7
The Tarkov Shooter - Part 7,,Jaeger,,,Eliminate 5 PMCs from over 45 meters while using a suppressed bolt-action rifle,"+13,300 EXP | Jaeger Rep +0.02 | 85,000 Roubles 89,250 Roubles with Intelligence Center Level 1 97,750 Roubles with Intelligence Center Level 2 | 1× Mosin Rifle Witt Machine 7.62x54R muzzle brake | 1× Mosin Rifle Bramit 7.62x54R sound suppressor | Unlocks purchase of Mosin Rifle Witt Machine 7.62x54R muzzle brake at Jaeger LL3 | Unlocks craft for 7.62x54mm R BT gzh at Workbench level 3",The Tarkov Shooter - Part 6,The Tarkov Shooter - Part 8
The Tarkov Shooter - Part 8,,Jaeger,,,Eliminate 3 PMCs with a headshot and without dying while using a bolt-action rifle,"+30,000 EXP | +3 Bolt-action Rifles skill level | Jaeger Rep +0.01 | 400,000 Roubles 420,000 Roubles with Intelligence Center Level 1 460,000 Roubles with Intelligence Center Level 2 | 1× Mosin 7.62x54R bolt-action rifle (Sniper) (variant Archangel) | 1× Military flash drive | Unlocks purchase of Mosin Rifle ProMag Archangel OPFOR PRS chassis at Jaeger LL4 | Unlocks purchase of Mosin Rifle 7.62x54R ProMag Archangel OPFOR 10-round magazine at Jaeger LL4 | Unlocks barter for Vortex Razor HD Gen.2 1-6x24 30mm riflescope at Jaeger LL4",The Tarkov Shooter - Part 7,
Pest Control,Reserve,Jaeger,,Must be level 10 to start this quest.,Eliminate 10 Scavs inside the main barracks on Reserve,"+7,400 EXP | Jaeger Rep +0.02 | 20,000 Roubles 21,000 Roubles with Intelligence Center Level 1 23,000 Roubles with Intelligence Center Level 2 | 2× PAID AntiRoach spray | 6× Gunpowder ""Eagle"" | 4× Pack of nails | 2× Can of thermite",Reserve,The Huntsman Path - Eraser - Part 1
Swift One,Woods,Jaeger,,Must be level 50 to start this quest.,Eliminate 15 PMCs without using any armor or helmets on Woods,"+107,000 EXP | +1 Endurance skill level | +1 Stress Resistance skill level | 1× Armband (Train Hard) | 2× .338 Lapua Magnum AP ammo pack (20 pcs) | 5× 7.62x39mm MAI AP ammo pack (20 pcs)",The Huntsman Path - Sadist | Colleagues - Part 3,
The Huntsman Path - Relentless,,Jaeger,,Must be level 55 to start this quest.,Eliminate Tagilla | Eliminate Killa | Eliminate Reshala | Eliminate Shturman | Eliminate Glukhar | Eliminate Sanitar,"+280,000 EXP | +2 Crafting skill levels | +1 Immunity skill level | 1× FLIR RS-32 2.25-9x 35mm 60Hz thermal riflescope | 5× Expeditionary fuel tank | 20× GP coin",The Huntsman Path - Trophy | The Huntsman Path - Woods Keeper | The Huntsman Path - Eraser - Part 1 | The Huntsman Path - Sellout | The Huntsman Path - Factory Chief | The Huntsman Path - Sadist | Colleagues - Part 3,
The Huntsman Path - Factory Chief,Factory,Jaeger,,,Eliminate Tagilla | Find 1 BOSS cap in raid | Hand over 1 BOSS cap to Jaeger,"+16,000 EXP | Jaeger Rep +0.02 | 700,000 Roubles 735,000 Roubles with Intelligence Center Level 1 805,000 Roubles with Intelligence Center Level 2 | 1× Factory emergency exit key",Scout | The Huntsman Path - Forest Cleaning,The Huntsman Path - Relentless
Hunter,Woods,Jaeger,,Must reach Loyalty Level 4 with Jaeger to obtain this quest.,Eliminate Shturman 20 times,"100,000 Roubles 105,000 Roubles with Intelligence Center Level 1 115,000 Roubles with Intelligence Center Level 2 | 1× Weapon case | 1× Chain with Prokill medallion | Unlocks purchase of SWORD International Mk-18 .338 LM marksman rifle at Jaeger LL4",The Huntsman Path - Woods Keeper,
The Hermit,Lighthouse,Jaeger,,Must be level 20 to start this quest.,Locate the hideout of Jaeger's friend on Lighthouse | Find and obtain the message for Jaeger | Hand over the message to Jaeger,"+12,000 EXP | Jaeger Rep +0.02 | 55,000 Roubles 57,750 Roubles with Intelligence Center Level 1 63,250 Roubles with Intelligence Center Level 2",The Survivalist Path - Tough Guy,
The Huntsman Path - Outcasts,Lighthouse,Jaeger,,,Eliminate 10 Rogues on Lighthouse,"+9,000 EXP | Jaeger Rep +0.02 | 110,000 Roubles 115,500 Roubles with Intelligence center Level 1 126,500 Roubles with Intelligence center Level 2 | Unlocks craft for 12/70 AP-20 armor-piercing slug at Workbench level 3",The Huntsman Path - Forest Cleaning,
Stray Dogs,"Customs , Woods , Shoreline , Lighthouse",Jaeger,,Must be level 35 to start this quest.,Locate and eliminate Knight | Locate and eliminate Big Pipe | Locate and eliminate Birdeye,"+35,000 EXP | Jaeger Rep +0.02 | 250,000 Roubles 262,500 Roubles with Intelligence center Level 1 287,500 Roubles with Intelligence center Level 2 | 1× S I C C organizational pouch | 1× SWORD International Mk-18 .338 LM marksman rifle | 2× Mk-18 .338 LM 10-round magazine | 1× .338 Lapua Magnum FMJ ammo pack (20 pcs)",The Huntsman Path - Trophy | The Huntsman Path - Sellout | The Huntsman Path - Woods Keeper,
The Delicious Sausage,Streets of Tarkov,Jaeger,,Must be level 5 to start this quest.,Scout the Shestyorochka store at Nikitskaya street | Scout the Sparja store at Primorsky ave | Scout the Sparja store in Pinewood hotel | Scout the Goshan store in Concordia | Hand over 1 found in raid Salty Dog beef sausage,"+2,600 EXP | Jaeger Rep +0.01 | 10,000 Roubles 10,500 Roubles with Intelligence Center Level 1 11,500 Roubles with Intelligence Center Level 2 | 2× Bolts | 2× Screw nuts | 1× Corrugated hose",The Survivalist Path - Thrifty,Cease Fire! | Reserve | Thirsty - Hounds
Cease Fire!,Streets of Tarkov,Jaeger,,Must be level 10 to start this quest.,Survive and extract from Streets of Tarkov through Klimov Street,"+5,600 EXP | Jaeger Rep +0.02 | 27,000 Roubles 28,350 Roubles with Intelligence Center Level 1 31,050 Roubles with Intelligence Center Level 2 | 1× ZiD SP-81 26x75 signal pistol | 3× 26x75mm flare cartridge (Green)",The Delicious Sausage,Ambulances Again
Broadcast - Part 3,Streets of Tarkov,Jaeger,,Must be level 20 to start this quest.,Locate the place of bloody broadcast inside the old house on Streets of Tarkov | Survive and extract from the location,"+10,800 EXP | Jaeger Rep +0.02 | 68,000 Roubles 71.400 Roubles with Intelligence Center Level 1 78.200 Roubles with Intelligence Center Level 2 | Unlocks barter for Surv12 field surgical kit at Jaeger LL2",Broadcast - Part 2,Broadcast - Part 4
Broadcast - Part 4,Streets of Tarkov,Jaeger,,Must be level 27 to start this quest.,Locate the cultist meeting spot on Streets of Tarkov | Survive and extract from the location,"+22,600 EXP | Jaeger Rep +0.03 | 94,000 Roubles 98,700 Roubles with Intelligence Center Level 1 108,100 Roubles with Intelligence Center Level 2 | 2× Expeditionary fuel tank | Unlocks purchase of .45 ACP RIP at Mechanic LL4",Broadcast - Part 3,Broadcast - Part 5 | Slaughterhouse
The Huntsman Path - Administrator,Streets of Tarkov,Jaeger,,Must be level 23 to start this quest.,Eliminate any 20 targets at the Pinewood hotel on Streets of Tarkov | Shoot a yellow signal flare in the hotel's courtyard,"+15,600 EXP | Jaeger Rep +0.02 | 81,000 Roubles 85,050 Roubles with Intelligence Center Level 1 93,150 Roubles with Intelligence Center Level 2 | 1× Remington Model 700 7.62x51 bolt-action sniper rifle",The Huntsman Path - Forest Cleaning,The Huntsman Path - Crooked Cop | Slaughterhouse
Slaughterhouse,"Daytime Factory , Streets of Tarkov , Lighthouse , Woods , Shoreline , Interchange , Customs , Reserve , Ground Zero",Jaeger,,Must be level 40 to start this quest.,Eliminate 10 Scavs while using melee weapons on daytime Factory | Eliminate 10 Scavs while using melee weapons on Streets of Tarkov | Eliminate 10 Scavs while using melee weapons on Lighthouse | Eliminate 10 Scavs while using melee weapons on Woods | Eliminate 10 Scavs while using melee weapons on Shoreline | Eliminate 10 Scavs while using melee weapons on Interchange | Eliminate 10 Scavs while using melee weapons on Customs | Eliminate 10 Scavs while using melee weapons on Reserve | Eliminate 10 Scavs while using melee weapons on Ground Zero,"+34,700 EXP | Jaeger Rep +0.03 | 100,000 Roubles 105,000 Roubles with Intelligence Center Level 1 115,000 Roubles with Intelligence Center Level 2 | Unlocks barter for SOG Voodoo Hawk tactical tomahawk at Jaeger LL4",The Huntsman Path - Administrator | Broadcast - Part 4,
The Huntsman Path - Big Game,Streets of Tarkov,Jaeger,,,Locate and eliminate Kaban | Locate and eliminate Basmach | Locate and eliminate Gus | Eliminate 5 of Kaban 's guards at the car dealership on Streets of Tarkov,"+33,000 EXP | Jaeger Rep +0.02 | 250,000 Roubles 262,500 Roubles with Intelligence Center Level 1 287,500 Roubles with Intelligence Center Level 2 | 1× 6-STEN-140-M military battery | 5× Military circuit board | Unlocks barter for Armasight Zeus-Pro 640 2-8x50 30Hz thermal scope at Jaeger LL4 | Unlocks Hog Hideout shooting range target style",The Huntsman Path - Forest Cleaning | Urban Medicine,
Broadcast - Part 5,Streets of Tarkov,Jaeger,,,"Eliminate Priest | Locate the ritual spot on Chekannaya st. on Streets of Tarkov | Stash a Cultist knife at the ritual spot | Survive and extract from the location | Note: The ""Locate"" and ""Stash"" objectives will appear after the ""Eliminate"" objective is completed.","24,000 EXP | Jaeger Rep +0.03 | 75,000 Roubles 78,750 Roubles with Intelligence Center Level 1 86,250 Roubles with Intelligence Center Level 2 | 2× Molot Arms VPO-101 Vepr-Hunter 7.62x51 carbine | 2× 7.62x51mm M61 ammo pack (20 pcs) | Unlocks barter for Armasight Zeus-Pro 640 2-8x50 30Hz thermal scope at Jaeger LL4",Broadcast - Part 4,
Thirsty - Hounds,Shoreline,Jaeger,,,Eliminate 12 Scavs in the time period of 22:00-7:00 on Shoreline,"+8,500 EXP | Jaeger Rep +0.01 | 3× 12/70 RIP ammo pack (5 pcs)",The Delicious Sausage,Thirsty - Breadwinner
Every Hunter Knows This,"Factory , Customs",Jaeger,,,Locate a good tripwire installation spot on Factory | Locate a good tripwire installation spot on Customs,"+5,800 EXP | Jaeger Rep +0.01 | 32,000 Roubles 33,600 Roubles with Intelligence center Level 1 36,800 Roubles with Intelligence center Level 2 | Unlocks purchase of Tripwire installation kit at Jaeger LL1",Rough Tarkov,
Rough Tarkov,"Woods , Ground Zero",Jaeger,,,Locate the heavily mined area on Woods | Locate the Claymore mine on Ground Zero,"+4,440 EXP | Jaeger Rep +0.01 | 60,000 Roubles 63,000 Roubles with Intelligence Center Level 1 69,000 Roubles with Intelligence Center Level 2 | 2× Tripwire installation kit",Acquaintance,Every Hunter Knows This
Dragnet,Factory,Jaeger,,,Locate and obtain the chemical container at the TerraGroup warehouse on Factory | Hand over the chemical container,"+17,300 EXP | Jaeger Rep +0.02 | 92,000 Roubles 96,600 Roubles with Intelligence Center Level 1 105,800 Roubles with Intelligence Center Level 2 | 1× Springfield Armory M1A 7.62x51 rifle | 3× M14 7.62x51 30-round magazine | 6× 7.62x51mm M62 Tracer ammo pack (20 pcs)",One Less Loose End | A Healthy Alternative,
Claustrophobia,Factory,Jaeger,,,Eliminate any 5 targets in the old cellars while using a shotgun on Factory,"25,400 EXP | Jaeger Rep +0.03 | 89,000 Roubles 93,450 Roubles with Intelligence Center Level 1 97,900 Roubles with Intelligence Center Level 2 | 2× Burris FullField TAC30 1-4x24 30mm riflescope",The Huntsman Path - Forest Cleaning,
Forester's Duty,"Lighthouse , Shoreline",Jaeger,,,Eliminate 5 Scavs on Lighthouse (In one raid) | Use the transit from Lighthouse to Shoreline (In one raid) | Eliminate 5 Scavs on Shoreline (In one raid),"+25,600 EXP | Jaeger Rep +0.03 | 105,000 Roubles 110,250 Roubles with Intelligence Center Level 1 120,750 Roubles with Intelligence Center Level 2 | 1× Magnum Research Desert Eagle L6 .50 AE pistol | 3× Desert Eagle .50 AE 7-round magazine | 30× .50 AE Hawk JSP",Nostalgia,
Work Smarter,Customs,Jaeger,,,Locate the secret exfil on Customs ( Optional ) Obtain the special item to extract through the secret exfil,"+6,600 EXP | Jaeger Rep +0.01 | 32,000 Roubles 33,600 Roubles with Intelligence Center Level 1 36,800 Roubles with Intelligence Center Level 2 | 2× CMS surgical kit",Acquaintance,Rite of Passage
Rite of Passage,Customs,Jaeger,,,Eliminate 10 Scavs at the old gas station on Customs | Eliminate 10 Scavs at the new gas station on Customs | Hand over 2 found in raid Metal fuel tanks,"+43,000 EXP | Jaeger Rep +0.03 | 202,000 Roubles 212,100 Roubles with Intelligence Center Level 1 232,300 Roubles with Intelligence Center Level 2 | 1× Remington Model 700 7.62x51 bolt-action sniper rifle (variant MRS) | 3× M700 7.62x51 Wyatt's Outdoor 10-round magazine | 2× 7.62x51mm M80 ammo pack (20 pcs)",Work Smarter,
Easy Money - Part 2,,Ref,,,Hand over 5 found in raid items from the Drinks category | Hand over 5 found in raid items from the Food category,"+4,200 EXP | Ref Rep +0.03 | 52 GP coins 55 GP coins with Intelligence Center Level 1 60 GP coins with Intelligence Center Level 2",Easy Money - Part 1,Balancing - Part 1 | Provide Viewership
Provide Viewership,Customs,Ref,,,"Install the first WI-FI Camera Inside the industrial plant on Customs | Install the second WI-FI Camera Inside the industrial plant on Customs | Install the third WI-FI Camera Inside the industrial plant on Customs | Install the fourth WI-FI Camera Inside the industrial plant on Customs | Eliminate any 15 targets inside the industrial plant on Customs | Note: The ""Eliminate"" objective will appear after the ""Install"" objectives are completed.","+32,000 EXP | Ref Rep +0.02 | 45 GP coins 47 GP coins with Intelligence Center Level 1 52 GP coins with Intelligence Center Level 2 | 1× Lone Star TX-15 DML 5.56x45 carbine | 3× AR-15 5.56x45 HK 30 STANAG polymer 30-round magazine | 3× 5.56x45mm M855A1 ammo pack (50 pcs)",Easy Money - Part 2,
